naics_code,naics_title,name
5239,Other Financial Investment Activities,OtherFinancialInvestmentActivities
5241,Insurance Carriers,InsuranceCarriers
5242,"Agencies, Brokerages, and Other Insurance Related Activities",AgenciesBrokeragesAndOtherInsuranceRelatedActivities
5251,Insurance and Employee Benefit Funds,InsuranceAndEmployeeBenefitFunds
5259,Other Investment Pools and Funds,OtherInvestmentPoolsAndFunds
5311,Lessors of Real Estate,LessorsOfRealEstate
5312,Offices of Real Estate Agents and Brokers,OfficesOfRealEstateAgentsAndBrokers
5313,Activities Related to Real Estate,ActivitiesRelatedToRealEstate
5321,Automotive Equipment Rental and Leasing,AutomotiveEquipmentRentalAndLeasing
5322,Consumer Goods Rental,ConsumerGoodsRental
5323,General Rental Centers,GeneralRentalCenters
5324,Commercial and Industrial Machinery and Equipment Rental and Leasing,CommercialAndIndustrialMachineryAndEquipmentRentalAndLeasing
5331,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),LessorsOfNonfinancialIntangibleAssetsExceptCopyrightedWorks
5411,Legal Services,LegalServices
5412,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",AccountingTaxPreparationBookkeepingAndPayrollServices
5413,"Architectural, Engineering, and Related Services",ArchitecturalEngineeringAndRelatedServices
5414,Specialized Design Services,SpecializedDesignServices
5415,Computer Systems Design and Related Services,ComputerSystemsDesignAndRelatedServices
5416,"Management, Scientific, and Technical Consulting Services",ManagementScientificAndTechnicalConsultingServices
5417,Scientific Research and Development Services,ScientificResearchAndDevelopmentServices
5418,"Advertising, Public Relations, and Related Services",AdvertisingPublicRelationsAndRelatedServices
5419,"Other Professional, Scientific, and Technical Services",OtherProfessionalScientificAndTechnicalServices
5511,Management of Companies and Enterprises,ManagementOfCompaniesAndEnterprises
5611,Office Administrative Services,OfficeAdministrativeServices
5612,Facilities Support Services,FacilitiesSupportServices
5613,Employment Services,EmploymentServices
5614,Business Support Services,BusinessSupportServices
5615,Travel Arrangement and Reservation Services,TravelArrangementAndReservationServices
5616,Investigation and Security Services,InvestigationAndSecurityServices
5617,Services to Buildings and Dwellings,ServicesToBuildingsAndDwellings
5619,Other Support Services,OtherSupportServices
5621,Waste Collection,WasteCollection
5622,Waste Treatment and Disposal,WasteTreatmentAndDisposal
5629,Remediation and Other Waste Management Services,RemediationAndOtherWasteManagementServices
6111,Elementary and Secondary Schools,ElementaryAndSecondarySchools
6112,Junior Colleges,JuniorColleges
6113,"Colleges, Universities, and Professional Schools",CollegesUniversitiesAndProfessionalSchools
6114,Business Schools and Computer and Management Training,BusinessSchoolsAndComputerAndManagementTraining
6115,Technical and Trade Schools,TechnicalAndTradeSchools
6116,Other Schools and Instruction,OtherSchoolsAndInstruction
6117,Educational Support Services,EducationalSupportServices
6211,Offices of Physicians,OfficesOfPhysicians
6212,Offices of Dentists,OfficesOfDentists
6213,Offices of Other Health Practitioners,OfficesOfOtherHealthPractitioners
6214,Outpatient Care Centers,OutpatientCareCenters
6215,Medical and Diagnostic Laboratories,MedicalAndDiagnosticLaboratories
6216,Home Health Care Services,HomeHealthCareServices
6219,Other Ambulatory Health Care Services,OtherAmbulatoryHealthCareServices
6221,General Medical and Surgical Hospitals,GeneralMedicalAndSurgicalHospitals
6222,Psychiatric and Substance Abuse Hospitals,PsychiatricAndSubstanceAbuseHospitals
6223,Specialty (except Psychiatric and Substance Abuse) Hospitals,SpecialtyExceptPsychiatricAndSubstanceAbuseHospitals
6231,Nursing Care Facilities (Skilled Nursing Facilities),NursingCareFacilitiesSkilledNursingFacilities
6232,"Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities",ResidentialIntellectualAndDevelopmentalDisabilityMentalHealthAndSubstanceAbuseFacilities
6233,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,ContinuingCareRetirementCommunitiesAndAssistedLivingFacilitiesForTheElderly
6239,Other Residential Care Facilities,OtherResidentialCareFacilities
6241,Individual and Family Services,IndividualAndFamilyServices
6242,"Community Food and Housing, and Emergency and Other Relief Services",CommunityFoodAndHousingAndEmergencyAndOtherReliefServices
6243,Vocational Rehabilitation Services,VocationalRehabilitationServices
6244,Child Day Care Services,ChildDayCareServices
7111,Performing Arts Companies,PerformingArtsCompanies
7112,Spectator Sports,SpectatorSports
7113,"Promoters of Performing Arts, Sports, and Similar Events",PromotersOfPerformingArtsSportsAndSimilarEvents
7114,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",AgentsAndManagersForArtistsAthletesEntertainersAndOtherPublicFigures
7115,"Independent Artists, Writers, and Performers",IndependentArtistsWritersAndPerformers
7121,"Museums, Historical Sites, and Similar Institutions",MuseumsHistoricalSitesAndSimilarInstitutions
7131,Amusement Parks and Arcades,AmusementParksAndArcades
7132,Gambling Industries,GamblingIndustries
7139,Other Amusement and Recreation Industries,OtherAmusementAndRecreationIndustries
7211,Traveler Accommodation,TravelerAccommodation
7212,RV (Recreational Vehicle) Parks and Recreational Camps,RvRecreationalVehicleParksAndRecreationalCamps
7213,Rooming and Boarding Houses,RoomingAndBoardingHouses
7223,Special Food Services,SpecialFoodServices
7224,Drinking Places (Alcoholic Beverages),DrinkingPlacesAlcoholicBeverages
7225,Restaurants and Other Eating Places,RestaurantsAndOtherEatingPlaces
8111,Automotive Repair and Maintenance,AutomotiveRepairAndMaintenance
8112,Electronic and Precision Equipment Repair and Maintenance,ElectronicAndPrecisionEquipmentRepairAndMaintenance
8113,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,CommercialAndIndustrialMachineryAndEquipmentExceptAutomotiveAndElectronicRepairAndMaintenance
8114,Personal and Household Goods Repair and Maintenance,PersonalAndHouseholdGoodsRepairAndMaintenance
8121,Personal Care Services,PersonalCareServices
8122,Death Care Services,DeathCareServices
8123,Drycleaning and Laundry Services,DrycleaningAndLaundryServices
8129,Other Personal Services,OtherPersonalServices
8131,Religious Organizations,ReligiousOrganizations
8132,Grantmaking and Giving Services,GrantmakingAndGivingServices
8133,Social Advocacy Organizations,SocialAdvocacyOrganizations
8134,Civic and Social Organizations,CivicAndSocialOrganizations
8139,"Business, Professional, Labor, Political, and Similar Organizations",BusinessProfessionalLaborPoliticalAndSimilarOrganizations
8141,Private Households,PrivateHouseholds
9211,"Executive, Legislative, and Other General Government Support",ExecutiveLegislativeAndOtherGeneralGovernmentSupport
9221,"Justice, Public Order, and Safety Activities",JusticePublicOrderAndSafetyActivities
9231,Administration of Human Resource Programs,AdministrationOfHumanResourcePrograms
9241,Administration of Environmental Quality Programs,AdministrationOfEnvironmentalQualityPrograms
9251,"Administration of Housing Programs, Urban Planning, and Community Development",AdministrationOfHousingProgramsUrbanPlanningAndCommunityDevelopment
9261,Administration of Economic Programs,AdministrationOfEconomicPrograms
9271,Space Research and Technology,SpaceResearchAndTechnology
9281,National Security and International Affairs,NationalSecurityAndInternationalAffairs
9999,Unclassified Establishments,UnclassifiedEstablishments
